Description,Co-ordinates,lat,lon,region,distance_from_cbd,has_leaf_type,has_stainless_steel,has_historic,has_bottle_refill,has_dog_bowl,has_accessible,has_park_location,has_street_location,feature_count,feature_diversity,description_length,location_name
Drinking Fountain - Leaf Type - Dog Bowl  - Princes Park,"-37.7914165845557, 144.96125460876374",-37.7914165845557,144.96125460876374,North,2.472005931682608,1,0,0,0,1,0,1,0,3,3,56,Princes Park
Drinking Fountain - Leaf Type - Dog Bowl  - Canning & Palmerston St Reserve,"-37.796396827991096, 144.97292609129818",-37.796396827991096,144.97292609129818,North,2.098677986997082,1,0,0,0,1,0,1,0,3,3,75,Canning & Palmerston St Reserve
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.80633683559588, 144.9590744803669",-37.80633683559588,144.9590744803669,North,0.8816587911003169,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.81649090115357, 144.98515748991457",-37.81649090115357,144.98515748991457,North,1.9640873470433167,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.80530265416531, 144.96955831322754",-37.80530265416531,144.96955831322754,North,1.083112744140102,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Carlton Gardens North,"-37.80211398428, 144.97283100368065",-37.80211398428,144.97283100368065,North,1.5368921752731541,1,0,0,1,0,0,1,0,3,3,78,Carlton Gardens North
Drinking Fountain - Treated Timber Drinking Fountain - Miles & Dodds Street Reserve,"-37.828673986591355, 144.9672264971803",-37.82867398659136,144.9672264971803,Central,1.7148922667472741,0,0,0,0,0,0,1,1,2,2,83,Miles & Dodds Street Reserve
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81932147571993, 144.94249797871333",-37.81932147571993,144.94249797871333,North,1.918285493991813,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Concrete Drinking Fountain,"-37.77845421707277, 144.95603509792244",-37.77845421707277,144.95603509792244,North,3.957027718954597,0,0,0,0,0,0,0,0,0,0,46,Concrete Drinking Fountain
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.80626983275522, 144.95806339729006",-37.80626983275522,144.95806339729006,North,0.9274288723643261,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Drinking Fountain - Type 1,"-37.813703464993914, 144.96524821218875",-37.81370346499392,144.96524821218875,North,0.18906004549822392,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.811115148970096, 144.96662794395766",-37.811115148970096,144.96662794395766,North,0.41520138195161777,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.82099191418598, 144.9617423793966",-37.82099191418598,144.9617423793966,Central,0.8305494944637012,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Drinking Fountain - Monument Style Type 2 - Hardy Reserve,"-37.78559620252012, 144.96932282550418",-37.78559620252012,144.96932282550418,North,3.161515993173533,0,0,0,0,0,0,1,0,1,1,77,Hardy Reserve
Drinking Fountain - Leaf Type - Dog Bowl  - Kings Domain,"-37.82424533734149, 144.97698410547824",-37.82424533734149,144.97698410547824,Central,1.699557265796452,1,0,0,0,1,0,0,0,2,2,56,Kings Domain
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Princes Park,"-37.7881098191695, 144.95949172029708",-37.7881098191695,144.95949172029708,North,2.852053201150414,1,0,0,1,0,0,1,0,3,3,69,Princes Park
Drinking fountain - Historic or Heritage Drinking Fountains - Alexandra Park,"-37.827087271632976, 144.98504460154422",-37.827087271632976,144.98504460154422,East,2.4422513815047324,0,0,1,0,0,0,1,0,2,2,76,Alexandra Park
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Hub@Docklands,"-37.82017775836843, 144.9480020326732",-37.82017775836843,144.9480020326732,West,1.514540152937823,1,0,0,1,0,0,0,0,2,2,70,Hub@Docklands
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Peppercorn Park,"-37.79256416270773, 144.922630804458",-37.79256416270773,144.922630804458,North,4.255942225241805,1,0,0,1,0,0,1,0,3,3,72,Peppercorn Park
Drinking Fountain - Leaf Type - Dog Bowl  - Riverside Park,"-37.79451455017051, 144.9159122539464",-37.79451455017051,144.9159122539464,North,4.65735554684244,1,0,0,0,1,0,1,0,3,3,58,Riverside Park
Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,"-37.819376190936254, 144.96425791163875",-37.819376190936254,144.96425791163875,North,0.6502869479682573,0,1,0,0,0,0,0,0,1,1,70,Northbank Type
Drinking Fountain - Leaf Type - Dog Bowl  - Kings Domain South,"-37.83352412979702, 144.98347223277543",-37.83352412979702,144.98347223277543,South,2.8478194318642167,1,0,0,0,1,0,0,0,2,2,62,Kings Domain South
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.81906773607154, 144.95451978482612",-37.81906773607154,144.95451978482612,North,0.9683548603361857,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81949228639884, 144.94459499380662",-37.81949228639884,144.94459499380662,North,1.7525850252175401,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Drinking Fountain - Type 1,"-37.81013008750712, 144.99100554178736",-37.81013008750712,144.99100554178736,North,2.4815995366029457,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.83822661704696, 144.9845757117782",-37.83822661704696,144.9845757117782,South,3.32511867288623,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.80218636204077, 144.97111015985016",-37.80218636204077,144.97111015985016,North,1.4511777281426403,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking fountain - Historic or Heritage Drinking Fountains - Birrarung Marr,"-37.81890778973109, 144.97301938244627",-37.81890778973109,144.97301938244627,North,1.0524086266733292,0,0,1,0,0,0,0,0,1,1,76,Birrarung Marr
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.811441273333834, 144.95511626726946",-37.81144127333384,144.95511626726946,North,0.7412820286042334,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Old Style Steel Drinking Fountain,"-37.80831892386757, 144.97445245211898",-37.80831892386757,144.97445245211898,North,1.1573373929226738,0,0,0,0,0,0,0,0,0,0,53,Old Style Steel Drinking Fountain
Drinking Fountain - Treated Timber Drinking Fountain - Carlton Gardens South,"-37.80696316737549, 144.97097533310074",-37.80696316737549,144.97097533310074,North,1.011563320605334,0,0,0,0,0,0,1,0,1,1,76,Carlton Gardens South
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.811816918335545, 144.9647358013035",-37.811816918335545,144.9647358013035,North,0.24486769459048083,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Drinking Fountain - Type 1,"-37.789426340332234, 144.92521601291634",-37.78942634033224,144.92521601291634,North,4.278313090314312,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"-37.82093618828216, 144.94302877180849",-37.82093618828216,144.94302877180849,West,1.9426426162330592,0,1,0,0,0,0,0,0,1,1,74,Old Docklands Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81370900165242, 144.96521920731234",-37.81370900165242,144.96521920731234,North,0.1865558784344031,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Drinking Fountain - Monument Style Type 5,"-37.78528312570061, 144.96618877508342",-37.78528312570061,144.96618877508342,North,3.1603664745890683,0,0,0,0,0,0,0,0,0,0,61,Monument Style Type 5
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Neill Street Reserve,"-37.794860401126186, 144.97032531494713",-37.794860401126186,144.97032531494713,North,2.178293768484046,1,1,0,0,0,0,1,1,4,4,88,Neill Street Reserve
Drinking Fountain - Drinking Fountain - Type 1,"-37.81522141134258, 144.96172628554172",-37.81522141134258,144.96172628554172,North,0.21695013502187688,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Treated Timber Drinking Fountain - Neill & Canning Street Reserve (CARLTON),"-37.79332999851195, 144.97374160438724",-37.79332999851195,144.97374160438724,North,2.4401383581206524,0,0,0,0,0,0,1,1,2,2,95,Neill & Canning Street Reserve (CARLTON)
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.78533232662653, 144.9534737646951",-37.78533232662653,144.9534737646951,North,3.2550246907011804,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Treated Timber Drinking Fountain - Flagstaff Gardens,"-37.809792956338455, 144.95510199726527",-37.809792956338455,144.95510199726527,North,0.8202769139057409,0,0,0,0,0,0,1,0,1,1,72,Flagstaff Gardens
Drinking fountain - Historic or Heritage Drinking Fountains - Victoria Green,"-37.82012801999004, 144.94484546150136",-37.82012801999004,144.94484546150136,West,1.7601470761062037,0,0,1,0,0,0,0,0,1,1,76,Victoria Green
Drinking Fountain - Leaf Type - Dog Bowl  - Clayton Reserve,"-37.79690982991827, 144.93887017448856",-37.79690982991827,144.93887017448856,North,2.8241165186886272,1,0,0,0,1,0,1,0,3,3,59,Clayton Reserve
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.80774274876369, 144.96308654177773",-37.80774274876369,144.96308654177773,North,0.6512976946482643,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Alexandra Gardens,"-37.82072500491043, 144.97068041637496",-37.82072500491043,144.97068041637496,Central,1.034923002287828,1,1,0,0,0,0,1,0,3,3,85,Alexandra Gardens
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Royal Park,"-37.777124890749405, 144.95150670643167",-37.777124890749405,144.95150670643167,North,4.18181466472495,1,1,0,0,0,0,1,0,3,3,78,Royal Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Alexandra Gardens,"-37.82087796877212, 144.97293196853022",-37.82087796877212,144.97293196853022,Central,1.1835580166923647,1,1,0,0,0,0,1,0,3,3,85,Alexandra Gardens
Drinking Fountain - Leaf Type - Dog Bowl  - Fawkner Park,"-37.837913044811074, 144.9818740242421",-37.837913044811074,144.9818740242421,South,3.1666740857689213,1,0,0,0,1,0,1,0,3,3,56,Fawkner Park
Drinking Fountain - Drinking Fountain - Type 1,"-37.82018203006011, 144.96060794598628",-37.82018203006011,144.96060794598628,Central,0.7639240074268199,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.814436444048496, 144.97774297882825",-37.814436444048496,144.97774297882825,North,1.2896640802324073,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking fountain - unspecified type - Gardiner Reserve,"-37.7989933421049, 144.94335952463908",-37.7989933421049,144.94335952463908,North,2.3760659014180114,0,0,0,0,0,0,1,0,1,1,55,Gardiner Reserve
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Queen Victoria Gardens,"-37.82249308106257, 144.97114401537564",-37.82249308106257,144.97114401537564,Central,1.2153667897065312,1,0,0,1,0,0,1,0,3,3,79,Queen Victoria Gardens
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fitzroy Gardens,"-37.81165168802, 144.98072416956458",-37.81165168802,144.98072416956458,North,1.5633004082476107,1,0,0,1,0,0,1,0,3,3,72,Fitzroy Gardens
Drinking Fountain - Leaf Type - Dog Bowl  - Bayswater Road Park,"-37.79365820618429, 144.92352614663906",-37.79365820618429,144.92352614663906,North,4.123756928923533,1,0,0,0,1,0,1,1,4,4,63,Bayswater Road Park
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Royal Park,"-37.77874396844592, 144.9527310464918",-37.77874396844592,144.9527310464918,North,3.981456134349596,1,0,0,1,0,0,1,0,3,3,67,Royal Park
Drinking fountain - unspecified type - Princes Park,"-37.7836624497961, 144.95999863520058",-37.7836624497961,144.95999863520058,North,3.340037908718823,0,0,0,0,0,0,1,0,1,1,51,Princes Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.812430045460935, 144.96501543858767",-37.812430045460935,144.96501543858767,North,0.21268914412269088,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.80726039782801, 144.95788106825034",-37.80726039782801,144.95788106825034,North,0.8409100527636182,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking fountain - Historic or Heritage Drinking Fountains - Princes Park,"-37.77990316842913, 144.96103894553204",-37.77990316842913,144.96103894553204,North,3.7512904672130998,0,0,1,0,0,0,1,0,2,2,74,Princes Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Gardiner Reserve,"-37.79889823757444, 144.94401837483926",-37.79889823757444,144.94401837483926,North,2.341524902642511,1,1,0,0,0,0,1,0,3,3,84,Gardiner Reserve
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Station Street Park,"-37.79735923804568, 144.97398629700336",-37.79735923804568,144.97398629700336,North,2.043517725259595,1,1,0,0,0,0,1,1,4,4,87,Station Street Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.811005097961136, 144.95862163735288",-37.811005097961136,144.95862163735288,North,0.48787894102159796,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Leaf Type - Dog Bowl  - Fitzroy Gardens,"-37.815691536791896, 144.98226715782863",-37.815691536791896,144.98226715782863,North,1.6997022708820766,1,0,0,0,1,0,1,0,3,3,59,Fitzroy Gardens
Drinking Fountain - Leaf Type - Dog Bowl  - Clayton Reserve,"-37.79581789599728, 144.93892278396697",-37.79581789599728,144.93892278396697,North,2.901974313075977,1,0,0,0,1,0,1,0,3,3,59,Clayton Reserve
Drinking Fountain - Drinking Fountain - Monument Style Type 2,"-37.79825505675542, 144.9705660670761",-37.79825505675542,144.9705660670761,North,1.8280122330410555,0,0,0,0,0,0,0,0,0,0,61,Monument Style Type 2
Drinking Fountain - Drinking Fountain - Type 1,"-37.81099949197208, 144.99096539168528",-37.81099949197208,144.99096539168528,North,2.464899785667473,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81506309138495, 144.96899203807533",-37.81506309138495,144.96899203807533,North,0.5425475482007335,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Unknown,"-37.822177747738806, 144.93826895163244",-37.822177747738806,144.93826895163244,West,2.3805856934025904,0,0,0,0,0,0,0,0,0,0,27,Unknown
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"-37.82122088208344, 144.94418531958326",-37.82122088208344,144.94418531958326,West,1.8650985564997196,0,1,0,0,0,0,0,0,1,1,74,Old Docklands Type
Drinking Fountain - Drinking Fountain - Type 1,"-37.79206873155685, 144.9297513827727",-37.79206873155685,144.9297513827727,North,3.7837251635054967,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.802215372127485, 144.96301319081624",-37.802215372127485,144.96301319081624,North,1.2659358329654085,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking fountain - Historic or Heritage Drinking Fountains - Shrine Gardens,"-37.832243003760865, 144.97302849826244",-37.83224300376087,144.97302849826244,South,2.2489658094559974,0,0,1,0,0,0,1,0,2,2,76,Shrine Gardens
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Queen Victoria Gardens,"-37.8212095645359, 144.9694728091101",-37.8212095645359,144.9694728091101,Central,1.01455760662507,1,1,0,0,0,0,1,0,3,3,90,Queen Victoria Gardens
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Docklands Park,"-37.81961616571647, 144.94608043349226",-37.81961616571647,144.94608043349226,North,1.6378684197993465,1,0,0,1,0,0,1,0,3,3,71,Docklands Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.824688315009205, 144.94695310036423",-37.824688315009205,144.94695310036423,West,1.8793160930905595,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Treated Timber Drinking Fountain - Shrine Gardens,"-37.83210001827241, 144.975544260503",-37.83210001827241,144.975544260503,South,2.329465161135816,0,0,0,0,0,0,1,0,1,1,69,Shrine Gardens
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.811184402608355, 144.9751861982011",-37.81118440260836,144.9751861982011,North,1.0951793526305988,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81942840031672, 144.94578822758686",-37.81942840031672,144.94578822758686,North,1.6530358079261063,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Treated Timber Drinking Fountain - Alexandra Park,"-37.82760195838954, 144.9819469602272",-37.82760195838954,144.9819469602272,East,2.272578890384363,0,0,0,0,0,0,1,0,1,1,69,Alexandra Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.803371100927336, 144.96636401763817",-37.803371100927336,144.96636401763817,North,1.172990537695763,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.813892178607055, 144.9641120868484",-37.813892178607055,144.9641120868484,North,0.09465681135258314,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.82120300569749, 144.9464400812558",-37.82120300569749,144.9464400812558,West,1.6900633366981823,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.81553989313365, 144.95836642425357",-37.81553989313365,144.95836642425357,North,0.46843560864946077,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Argyle Square,"-37.80262121799853, 144.96563804631617",-37.80262121799853,144.96563804631617,North,1.2409802208403231,1,1,0,0,0,0,1,0,3,3,81,Argyle Square
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Princes Park,"-37.78462350014393, 144.96015661193692",-37.78462350014393,144.96015661193692,North,3.2324017223426322,1,1,0,0,0,0,1,0,3,3,80,Princes Park
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Alexandra Gardens,"-37.82055140792857, 144.9731742469266",-37.82055140792857,144.9731742469266,Central,1.1749775013236126,1,0,0,1,0,0,1,0,3,3,74,Alexandra Gardens
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81536210793982, 144.97970486535712",-37.81536210793982,144.97970486535712,North,1.4717390180542882,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Urban design stainless steel,"-37.79337819173264, 144.94004830856508",-37.79337819173264,144.94004830856508,North,3.026167201150061,0,1,0,0,0,0,0,0,1,1,48,Urban design stainless steel
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.799615873678334, 144.96425054146184",-37.799615873678334,144.96425054146184,North,1.5582457073303497,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.80750643106099, 144.9685049927858",-37.80750643106099,144.9685049927858,North,0.8273825408490115,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Royal Park,"-37.780205363639304, 144.95293574839906",-37.7802053636393,144.95293574839906,North,3.819200918566694,1,1,0,0,0,0,1,0,3,3,78,Royal Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.78297956185507, 144.9418702885437",-37.78297956185507,144.9418702885437,North,3.8823066723703485,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Royal Park,"-37.79542994425931, 144.95202812794676",-37.79542994425931,144.95202812794676,North,2.2423849548644417,1,0,0,1,0,0,1,0,3,3,67,Royal Park
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"-37.82114510296565, 144.94298366417019",-37.82114510296565,144.9429836641702,West,1.9560875321874824,0,1,0,0,0,0,0,0,1,1,74,Old Docklands Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Argyle Square,"-37.80225790808832, 144.96613628041044",-37.80225790808832,144.96613628041044,North,1.2890827815965307,1,1,0,0,0,0,1,0,3,3,81,Argyle Square
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.81600551227767, 144.9651330881475",-37.81600551227767,144.9651330881475,North,0.3216235528729269,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Leaf Type - Dog Bowl  - Errol Street Reserve,"-37.79924850919621, 144.9504177251165",-37.79924850919621,144.9504177251165,North,1.9462845394774873,1,0,0,0,1,0,1,1,4,4,64,Errol Street Reserve
Drinking Fountain - Drinking Fountain - Type 1,"-37.79735380762625, 144.95284368062156",-37.79735380762625,144.95284368062156,North,2.018747410195376,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.82024273028081, 144.95962780503942",-37.82024273028081,144.95962780503942,Central,0.7991319161828707,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking fountain - Historic or Heritage Drinking Fountains - Warun Biik Park,"-37.79622591094481, 144.92675323715673",-37.79622591094481,144.92675323715673,North,3.7321816634804956,0,0,1,0,0,0,1,0,2,2,77,Warun Biik Park
Drinking Fountain - Drinking Fountain - Type 1,"-37.79125129687361, 144.93147576642454",-37.79125129687361,144.93147576642454,North,3.7276446454782595,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,"-37.79166434549512, 144.95175691050537",-37.79166434549512,144.95175691050537,North,2.634871604771438,1,0,0,0,1,0,1,0,3,3,54,Royal Park
